247	1
569	1
870	1
988	1
1132	1
1459	1
1782	1
1794	1
1884	1
2175	1
2279	1
2396	1
2407	1
2433	1
2648	1
2688	1
2830	1
2858	1
2976	1
3166	2
3206	1
3480	1
3553	1
3557	1
3638	1
3702	1
3728	1
3733	1
3741	1
3778	1
3930	1
3937	1
3954	1
4529	1
4843	1
4973	1
5384	1
5733	1
5785	1
5836	1
5859	1
5942	1
6043	1
6064	1
6123	1
6155	1
6289	1
6310	1
6566	1
6720	1
6761	1
6841	1
7128	1
7176	1
7226	1
7504	1
7538	1
7842	1
7975	1
8053	1
8171	1
8201	1
8426	1
8508	1
8592	1
8700	1
8848	1
8920	1
9057	1
9116	1
9264	1
9295	1
9494	1
9552	1
9585	1
9617	1
9631	1
9732	1
9775	1
9882	1
10147	1
10423	1
10594	1
10680	1
10755	1
10911	1
11240	1
11320	1
11327	1
11433	1
11451	1
11504	1
11506	1
11606	1
11655	1
11660	1
11905	1
12355	1
12395	1
12664	1
12666	1
12694	1
12826	1
12942	1
13150	1
13266	1
13414	1
13482	1
13543	1
13771	1
13895	1
13923	1
13933	1
13970	1
14212	1
14231	1
14339	1
14393	1
14553	1
14579	1
14760	1
14811	1
14819	1
14913	1
14934	1
14966	1
15016	1
15114	1
15331	1
15334	1
15529	1
15717	1
15722	1
15737	1
15748	1
15819	1
15876	1
15899	1
15936	1
16197	1
16582	1
17382	1
17651	1
17700	1
18118	1
18320	1
18629	1
18637	1
18762	1
19026	1
19350	1
19372	1
19841	1
19894	1
20085	1
20292	1
20444	1
20463	1
21029	1
21089	1
21229	1
21344	1
21350	1
21460	1
21539	1
22221	1
22303	1
22361	1
22640	1
22935	1
23142	1
23147	1
23228	1
23335	1
23345	1
23439	1
23770	1
24161	1
24175	1
24256	1
24257	1
24493	1
24535	1
24621	1
24976	1
25156	1
25189	1
25194	1
25199	1
25243	1
25338	1
25655	1
25766	1
25783	1
25896	1
25910	1
26011	1
26231	1
26265	1
26377	1
26566	1
26614	1
26882	1
26990	1
27046	1
27056	1
27092	1
27153	1
27364	1
27387	1
27592	1
27595	1
27728	1
27797	1
27877	1
28262	1
28515	1
28707	1
28736	1
28905	1
29018	1
29065	1
29080	1
29242	1
29248	1
29353	1
29748	1
30019	1
30067	1
30129	1
30152	1
30434	1
30496	1
31053	1
31227	1
31263	1
31369	1
31407	1
31417	1
31517	1
31859	1
31901	1
32124	1
32214	1
32259	1
32686	1
32745	1
32794	1
32804	1
32981	1
33038	1
33279	1
33516	1
33704	1
33739	1
33792	1
33908	1
34032	1
34223	1
34366	1
34368	1
34483	1
34566	1
34711	1
34725	1
34800	1
34882	1
34993	1
35067	1
35213	1
35267	1
35395	1
35442	1
35549	1
35579	1
35680	1
35807	1
36177	1
36229	1
36295	1
36353	1
36415	1
36464	1
36525	1
36610	1
36612	1
36646	1
36756	1
36814	1
36817	1
36881	1
36950	1
37057	1
37178	1
37181	1
37337	1
37349	1
37483	1
37578	1
37662	1
37868	1
37976	1
38204	1
38210	1
38340	1
38436	1
38471	1
